Customer_Id,Age,Monthly_Income,Credit_Score,Credit_Score_Band,Loan_Amount,Interest_Rate,Loan_Term,Loan_Type,Debt_Income,Repayment_Status,Transaction_Id,Gender,Transaction_Amount,Transaction_Type,Transaction_Date,Transaction_Year,Transaction_Month,Product_Id,Product_Name,Interaction_Date,Interaction_Year,Interaction_Day_Name,Interaction_Type,Transaction_Frequency
C081,48,65014.24,335,Poor,247645.1,13.03,60,Mortgage,3.8090901316388535,1,998a8c7d-3784-4650-b2da-7276ead62dca,Male,921.97,Deposit,2023-12-05,2023,12,P036,International Investment,2023-10-22,2023,Sunday,Viewed,7
C068,64,124723.3,756,Excellent,645920.75,8.57,12,Auto,5.178829857773167,0,a1b2eb0e-d8fa-48ea-a5ff-9ae7211b7809,Male,1538.83,Withdrawal,2024-03-30,2024,3,P041,Retirement Savings,2024-01-22,2024,Monday,Viewed,4
C085,27,136564.09,322,Poor,866080.7,12.03,60,Auto,6.341935863227294,0,f42472e7-00f1-4916-8056-4dda953d0f24,Male,1727.61,Deposit,2024-06-25,2024,6,P04,Personal Loan,2024-03-08,2024,Friday,Clicked,1
C028,43,101326.75,493,Poor,851782.37,9.16,48,Business,8.406293204903937,0,647e1456-9330-469b-a76e-cc7104dc0406,Female,344.91,Withdrawal,2024-08-18,2024,8,P029,Small Business Loan,2024-03-13,2024,Wednesday,Viewed,1
C028,25,166613.52,612,Fair,695542.3,5.62,60,Business,4.174584991662142,0,62f2e689-f317-437c-9eaa-ecd3f3c0cccc,Male,1097.92,Withdrawal,2023-12-01,2023,12,P010,Retirement Plan,2023-10-25,2023,Wednesday,Clicked,1
C018,42,110031.44,776,Excellent,426664.27,9.37,12,Education,3.8776577858110373,0,a5d6b808-ed5c-4b84-9130-f23c37986c7b,Male,1081.27,Deposit,2024-01-04,2024,1,P05,Home Loan,2023-10-02,2023,Monday,Purchased,5
C033,65,192391.34,391,Poor,852735.42,6.39,36,Personal,4.432296276953006,0,95d24d13-45bb-419a-a354-8d1a11d4af43,Male,590.13,Withdrawal,2024-01-05,2024,1,P010,Retirement Plan,2023-11-25,2023,Saturday,Purchased,9
C017,37,195468.24,426,Poor,540336.82,7.33,60,Education,2.7643202803688207,0,f8f320e7-d273-4aaf-bfe8-b593ffba225e,Female,1969.11,Deposit,2023-10-29,2023,10,P017,Business Credit Line,2024-08-04,2024,Sunday,Purchased,5
C036,50,22890.68,824,Excellent,985247.88,3.34,48,Business,43.04144219394094,0,67e20172-fcaf-4d58-aeba-ccd36d149bf0,Male,260.49,Withdrawal,2024-07-25,2024,7,P039,Loan Against Property,2023-10-20,2023,Friday,Viewed,7
C038,24,101886.91,722,Good,636389.64,14.69,48,Mortgage,6.246039260588038,0,cc6d3c94-4605-4236-9055-5680edf276ee,Female,1310.03,Deposit,2024-05-06,2024,5,P039,Loan Against Property,2024-08-07,2024,Wednesday,Viewed,9
C097,56,55290.74,506,Poor,370854.62,8.75,12,Auto,6.7073549748113335,1,6f7401fa-f45b-4ab3-8177-fec24ecc18c6,Female,477.49,Withdrawal,2023-12-13,2023,12,P029,Small Business Loan,2023-12-16,2023,Saturday,Viewed,6
C073,47,52763.44,400,Poor,964762.29,11.57,36,Auto,18.284673819599327,1,156c4616-018b-4849-b86d-28bb272af2fe,Male,592.8,Withdrawal,2024-03-01,2024,3,P05,Home Loan,2024-06-20,2024,Thursday,Clicked,2
C043,29,196039.75,455,Poor,950781.11,12.25,60,Mortgage,4.8499404329989195,0,322fa64c-e563-4a1f-8f7f-7cc0f8e57bd7,Female,1539.08,Deposit,2024-02-12,2024,2,P01,Savings Account,2024-06-01,2024,Saturday,Viewed,1
C08,54,73448.83,324,Poor,953146.95,6.71,12,Personal,12.977020192152821,1,c475c2d0-db7b-4bb2-b0ad-a7c070a9ab15,Female,1695.02,Withdrawal,2024-06-03,2024,6,P024,Travel Loan,2024-04-29,2024,Monday,Purchased,8
C059,42,126178.72,334,Poor,830203.34,13.1,12,Business,6.5795828329848325,0,869e8927-06e9-4bd8-b880-330d187841bc,Male,1065.98,Withdrawal,2024-06-21,2024,6,P05,Home Loan,2024-02-08,2024,Thursday,Clicked,6
C083,53,62391.5,736,Good,960017.3,4.17,48,Mortgage,15.386988612230834,0,61dd4dcd-e011-40a3-a514-fcfd04e96bec,Female,1778.25,Deposit,2024-09-13,2024,9,P011,Insurance Policy,2023-11-18,2023,Saturday,Purchased,2
C022,59,40671.1,491,Poor,717190.51,14.22,36,Personal,17.63390982786303,0,7b5a3531-cd21-4590-8577-19aa83f1bae3,Female,712.88,Deposit,2024-05-23,2024,5,P043,Money Market Account,2023-12-31,2023,Sunday,Purchased,7
C074,34,169926.54,360,Poor,938713.86,12.48,24,Education,5.524233354012857,1,38ad1784-fe51-49d5-a019-d3da1cb85d53,Female,1819.62,Withdrawal,2024-06-07,2024,6,P037,Fixed Deposit,2023-10-10,2023,Tuesday,Clicked,7
C071,33,103634.39,311,Poor,308316.55,10.38,48,Mortgage,2.9750409106475177,0,04fe220c-5c42-4a3e-9f40-e4bbc760710e,Male,1867.24,Withdrawal,2024-03-10,2024,3,P042,High-Yield Savings Account,2024-06-26,2024,Wednesday,Purchased,5
C098,49,88518.26,688,Good,985015.39,7.53,12,Auto,11.127821423511941,0,f31fc31e-f1b6-4481-9703-cf38d35b511d,Female,1124.21,Deposit,2024-06-27,2024,6,P024,Travel Loan,2023-12-08,2023,Friday,Clicked,2
C012,28,88343.36,319,Poor,873374.87,6.9,24,Auto,9.886140509032032,1,d6291ff2-9ca4-4bc4-b77d-24de991fa3d1,Male,1848.37,Deposit,2024-09-13,2024,9,P050,Savings Account,2024-06-17,2024,Monday,Viewed,6
C016,37,139687.71,537,Poor,562798.08,7.31,24,Education,4.028973486643886,0,cfc99191-316d-4c6b-9475-b18da86cd148,Male,1125.3,Deposit,2024-06-22,2024,6,P042,High-Yield Savings Account,2024-09-11,2024,Wednesday,Viewed,3
C067,35,78554.59,659,Fair,784668.47,9.37,48,Education,9.988830315325941,0,21a6ee06-3a20-4078-9dc8-e320a66657a3,Female,391.28,Deposit,2023-12-16,2023,12,P015,Home Equity Line,2023-11-02,2023,Thursday,Clicked,1
C060,41,71144.54,300,Poor,932388.58,3.95,36,Mortgage,13.105553567427663,1,7c1c9b28-1885-46bd-993c-afbfce6511ec,Female,1864.32,Deposit,2023-11-29,2023,11,P05,Home Loan,2024-01-10,2024,Wednesday,Clicked,6
C012,41,172506.12,760,Excellent,940147.85,1.15,12,Education,5.449939109406669,0,0266028e-ec02-4a74-b594-ab577114b1aa,Male,1111.85,Withdrawal,2024-08-20,2024,8,P026,Emergency Loan,2024-07-30,2024,Tuesday,Clicked,6
C037,24,150224.1,645,Fair,614657.62,12.93,48,Auto,4.091604609380252,0,626b3713-8bbd-424b-b93b-8e1b19b41f40,Female,48.05,Withdrawal,2024-09-18,2024,9,P05,Home Loan,2024-02-14,2024,Wednesday,Clicked,10
C033,37,184857.64,347,Poor,776595.36,2.36,36,Auto,4.2010455180537845,0,83f24d00-d223-4b74-8266-fc055ce0fa19,Female,1705.53,Withdrawal,2024-05-25,2024,5,P038,Recurring Deposit,2024-02-04,2024,Sunday,Viewed,9
C076,62,127894.81,799,Excellent,589158.98,11.62,24,Auto,4.606590212691195,0,df235d98-33be-4e01-bae5-36d1d1f12569,Male,995.95,Withdrawal,2023-09-22,2023,9,P040,Gold Investment,2023-11-14,2023,Tuesday,Purchased,1
C04,56,26068.52,667,Fair,352656.15,13.02,12,Auto,13.528046471376205,1,fd92ee4a-3dd7-4520-894c-01d4f2fef155,Male,1543.51,Withdrawal,2023-12-11,2023,12,P024,Travel Loan,2024-02-29,2024,Thursday,Clicked,9
C016,67,154618.43,666,Fair,851900.18,7.14,36,Auto,5.509693637427311,0,de0a2aab-0846-4d8b-a611-38fa437a755a,Male,1171.84,Deposit,2023-10-26,2023,10,P014,Certificate of Deposit,2024-06-09,2024,Sunday,Clicked,3
C044,38,175446.23,724,Good,682293.82,11.67,48,Personal,3.888905563830012,0,d051cd0e-315f-4d7b-9ce5-0dfc5dab2928,Male,1771.82,Deposit,2024-07-14,2024,7,P039,Loan Against Property,2024-02-14,2024,Wednesday,Clicked,4
C046,33,114671.55,654,Fair,136853.31,12.39,24,Business,1.1934373434387169,0,80e3cc9a-2992-4c49-8fe8-2e4ff9085de2,Male,918.39,Withdrawal,2024-08-01,2024,8,P015,Home Equity Line,2023-11-18,2023,Saturday,Clicked,2
C076,42,37997.43,453,Poor,420240.77,7.39,12,Personal,11.059715617608875,0,ada98abe-4009-4e01-88b7-a6cb20a98448,Male,1995.55,Deposit,2023-11-25,2023,11,P013,Bond,2024-02-19,2024,Monday,Clicked,1
C099,42,92049.79,556,Poor,628767.87,3.04,48,Auto,6.830736604613656,0,f4db0bc7-dcab-404d-9f4a-652e736764a6,Female,969.55,Deposit,2023-09-30,2023,9,P08,Student Loan,2024-07-01,2024,Monday,Purchased,3
C042,37,88970.0,348,Poor,542852.72,11.42,60,Education,6.101525458019557,1,f6ce0776-f196-48fd-bcd6-60109c8560e6,Male,209.53,Deposit,2024-07-03,2024,7,P08,Student Loan,2024-07-08,2024,Monday,Purchased,4
C053,46,83384.97,654,Fair,733177.16,3.13,12,Business,8.7926776252363,1,a935fe26-fadf-476a-9061-6b16ed4bd562,Female,1157.15,Withdrawal,2024-03-31,2024,3,P01,Savings Account,2024-01-02,2024,Tuesday,Purchased,1
C085,54,76157.9,347,Poor,186220.62,7.11,24,Auto,2.445191109523766,1,121c111a-46fd-46c8-bb17-1636084cf0e6,Male,1283.38,Withdrawal,2024-06-16,2024,6,P045,Pension Plan,2024-07-28,2024,Sunday,Clicked,1
C060,20,144971.81,783,Excellent,799143.55,4.42,60,Education,5.512406515446004,0,b02455ac-d7e8-4472-b549-9d441fecb375,Male,1604.27,Deposit,2023-10-27,2023,10,P050,Savings Account,2024-02-06,2024,Tuesday,Purchased,6
C040,44,124311.45,366,Poor,402732.55,10.57,60,Business,3.2397059965111823,1,a801df30-aade-493f-8387-68977f06c91c,Male,1870.67,Withdrawal,2024-09-05,2024,9,P021,Cash Credit,2023-12-22,2023,Friday,Clicked,4
C061,66,83675.38,306,Poor,170086.78,3.77,48,Personal,2.032698028978177,0,ba76f059-31e2-43e2-8e87-04cef7f72632,Female,1886.44,Deposit,2023-10-14,2023,10,P021,Cash Credit,2024-09-09,2024,Monday,Purchased,9
C089,36,178848.72,658,Fair,956537.99,2.3,36,Mortgage,5.348307720625566,0,7e1bc8f2-2bba-49c5-932c-c503bfa21324,Male,263.13,Withdrawal,2023-11-07,2023,11,P045,Pension Plan,2024-07-06,2024,Saturday,Purchased,4
C053,24,21662.24,676,Good,815888.74,6.49,36,Auto,37.66409844965248,0,dd7d7d16-9b81-4083-bea0-8742f5cdd3f7,Male,1625.0,Withdrawal,2024-04-30,2024,4,P046,Child Education Fund,2024-09-06,2024,Friday,Viewed,1
C054,70,178946.83,473,Poor,104410.3,2.47,36,Education,0.5834710790909233,0,58444921-7eff-468c-b572-4bd8427bc5dc,Male,1611.1,Deposit,2023-10-11,2023,10,P015,Home Equity Line,2024-06-05,2024,Wednesday,Viewed,2
C037,59,102729.3,590,Fair,125668.08,2.0,12,Business,1.2232934518194907,0,29681073-6f62-4e99-b810-682d02915d02,Female,1684.42,Deposit,2024-09-12,2024,9,P02,Checking Account,2024-08-09,2024,Friday,Purchased,10
C085,55,120069.54,370,Poor,400390.2,11.04,36,Education,3.3346525688363595,0,36d6b926-6776-47f3-bcdc-d42049fddb3e,Male,22.63,Deposit,2024-07-20,2024,7,P018,Auto Refinance,2023-10-30,2023,Monday,Clicked,1
C052,30,88157.04,633,Fair,252981.47,3.36,36,Education,2.8696683781578876,0,d4de8e8b-bf81-43b8-a8e5-35777dd7c9c1,Female,745.36,Deposit,2024-07-29,2024,7,P027,Holiday Loan,2024-04-19,2024,Friday,Purchased,3
C039,21,85661.62,589,Fair,401611.97,9.71,60,Auto,4.688353664103014,0,ddc5a6f7-6ba7-45b7-9b93-b01201ebbb75,Female,543.57,Withdrawal,2024-07-11,2024,7,P034,Stock Investment,2023-12-28,2023,Thursday,Viewed,2
C091,23,179944.88,376,Poor,508288.31,2.72,36,Education,2.824688926964746,0,7a33be9d-3ab9-4455-bc8f-891122c07e84,Male,1562.82,Withdrawal,2024-04-24,2024,4,P046,Child Education Fund,2024-07-18,2024,Thursday,Clicked,7
C012,49,73396.53,497,Poor,296065.39,5.73,36,Education,4.033779117350643,0,6f753dfa-a068-4813-b449-57b6d2b8c95c,Male,933.42,Deposit,2023-12-23,2023,12,P045,Pension Plan,2024-05-15,2024,Wednesday,Purchased,6
C052,21,151646.69,579,Poor,168974.62,13.37,48,Personal,1.1142651382631563,0,e059b027-62be-4ee0-86b4-fc6cec3ac09d,Female,907.4,Withdrawal,2024-07-04,2024,7,P036,International Investment,2024-01-28,2024,Sunday,Clicked,3
C06,35,88472.41,403,Poor,473738.65,1.87,48,Personal,5.354648415251715,0,2dbf5034-f832-496c-a710-7a10444b57e6,Male,695.66,Deposit,2024-03-23,2024,3,P012,Mutual Fund,2023-10-19,2023,Thursday,Viewed,8
C092,65,30374.96,523,Poor,119996.04,10.23,48,Business,3.950492115874391,1,41890c72-f91f-4faa-8db8-5f5a132e357b,Female,432.9,Withdrawal,2024-04-02,2024,4,P029,Small Business Loan,2023-12-08,2023,Friday,Purchased,2
C093,26,132688.65,690,Good,346896.97,2.47,12,Auto,2.614368071421331,0,0160ec1f-4afc-4681-bfe5-d6d7a9d9430b,Female,1206.91,Withdrawal,2024-06-14,2024,6,P018,Auto Refinance,2024-03-26,2024,Tuesday,Clicked,7
C032,47,118693.43,323,Poor,901425.72,3.11,48,Auto,7.594571325472691,0,51b02076-e086-4aa8-9eaf-a7a9e16e0abf,Male,352.5,Deposit,2024-01-13,2024,1,P013,Bond,2024-04-01,2024,Monday,Purchased,8
C072,40,169004.98,362,Poor,416536.04,13.99,48,Education,2.4646376692568466,0,b3da1aaf-546a-4a79-a1b7-555c47744180,Female,1222.08,Withdrawal,2024-09-06,2024,9,P09,Investment Fund,2024-05-01,2024,Wednesday,Purchased,9
C045,68,59338.96,723,Good,498166.76,11.76,24,Business,8.395272852776658,0,75a2b117-8624-467c-8e52-e121be85c519,Female,773.26,Withdrawal,2024-04-22,2024,4,P019,Home Improvement Loan,2024-04-03,2024,Wednesday,Clicked,10
C083,47,137346.45,700,Good,355951.0,3.43,48,Mortgage,2.5916286878910957,0,2d71d31b-b788-4876-899c-ddd9bcf1f1db,Male,1627.14,Deposit,2024-09-09,2024,9,P035,Real Estate Investment,2024-02-17,2024,Saturday,Viewed,2
C038,39,60117.36,768,Excellent,909631.64,5.21,60,Business,15.130931231843848,0,8284364a-b14e-4364-904c-0a8b2dc866fa,Female,1673.45,Deposit,2024-03-31,2024,3,P013,Bond,2024-02-21,2024,Wednesday,Viewed,9
C070,34,43226.87,726,Good,181224.92,7.42,48,Education,4.192413653822264,0,0a300d59-2a1b-46f8-b9be-27583d56d213,Female,270.64,Withdrawal,2024-04-07,2024,4,P036,International Investment,2023-10-06,2023,Friday,Clicked,9
C092,43,114792.69,369,Poor,755952.67,6.4,24,Auto,6.585372901358092,1,13d0158c-2dc4-4600-87d8-f898df480909,Female,851.91,Deposit,2024-03-24,2024,3,P039,Loan Against Property,2024-03-29,2024,Friday,Clicked,2
C059,65,196959.77,366,Poor,394627.66,2.45,36,Business,2.0035952519643985,1,9eb0ee98-ca6a-4103-8509-639ae82b9920,Male,296.19,Withdrawal,2024-08-10,2024,8,P036,International Investment,2024-08-02,2024,Friday,Clicked,6
C039,41,31785.05,378,Poor,468925.67,6.46,36,Education,14.753026029532752,1,167774d1-d4b7-43f4-8b17-67ee1a0961e5,Female,1159.46,Deposit,2024-03-24,2024,3,P05,Home Loan,2024-05-06,2024,Monday,Purchased,2
C083,49,189477.98,315,Poor,858668.28,8.11,12,Education,4.5317576216508115,0,c0c17099-2413-4dcf-a02b-45092896c2bd,Male,1298.21,Deposit,2024-01-31,2024,1,P042,High-Yield Savings Account,2024-09-02,2024,Monday,Purchased,2
C093,35,60472.08,740,Excellent,620970.42,8.11,48,Mortgage,10.268712767941834,0,085ba733-526c-4bd5-8319-5062395d68e7,Female,557.27,Withdrawal,2023-09-29,2023,9,P037,Fixed Deposit,2023-10-19,2023,Thursday,Clicked,7
C028,33,179396.9,378,Poor,220976.27,12.92,48,Auto,1.231773068542433,0,be190f41-02af-49f0-9b24-f14eacb6e516,Female,686.92,Deposit,2024-02-18,2024,2,P03,Credit Card,2024-01-28,2024,Sunday,Purchased,1
C02,29,163045.84,780,Excellent,932536.85,7.0,24,Business,5.7194764981430986,0,653caecb-624e-414d-966f-83e77d487f10,Male,1815.37,Withdrawal,2024-02-16,2024,2,P045,Pension Plan,2024-07-05,2024,Friday,Clicked,4
C069,24,194363.03,797,Excellent,468527.4,9.15,24,Mortgage,2.410578801946029,0,1eaf4dff-e69a-4812-97c6-eb170f42ae77,Male,1203.12,Withdrawal,2024-09-06,2024,9,P049,Auto Insurance,2024-06-01,2024,Saturday,Purchased,7
C062,45,68747.64,368,Poor,180196.48,14.08,48,Mortgage,2.6211296853244708,0,e1f79ab4-bee6-4f5f-a1d0-bf2991402f05,Female,427.67,Deposit,2024-08-17,2024,8,P029,Small Business Loan,2024-04-09,2024,Tuesday,Viewed,4
C039,29,30579.93,371,Poor,530665.38,5.66,36,Personal,17.353387663084906,1,ef352539-2572-4673-8156-3e6765e50ee0,Female,1923.11,Withdrawal,2024-01-07,2024,1,P017,Business Credit Line,2024-02-10,2024,Saturday,Clicked,2
C091,48,23553.41,787,Excellent,499110.31,13.41,60,Auto,21.190575377408198,0,25ce8254-585d-4afc-8d4a-9bd868c6b424,Male,373.8,Withdrawal,2023-12-22,2023,12,P021,Cash Credit,2024-02-16,2024,Friday,Purchased,7
C039,60,41353.05,555,Poor,101002.32,1.34,36,Mortgage,2.442439433125247,1,02389cba-ee43-4b76-85fe-b2834cdfe6a2,Male,20.58,Deposit,2024-06-02,2024,6,P026,Emergency Loan,2024-03-07,2024,Thursday,Purchased,2
C050,19,158212.56,350,Poor,559381.05,1.63,12,Auto,3.535629851384745,0,871af0b3-2030-4f4c-a6bc-f1640554e028,Female,1759.09,Withdrawal,2023-10-27,2023,10,P024,Travel Loan,2024-05-02,2024,Thursday,Purchased,9
C096,32,127821.26,539,Poor,375828.9,13.98,48,Mortgage,2.9402690913858933,0,ba1b8016-84ec-47d8-88ae-d2b379293b35,Female,770.92,Withdrawal,2024-05-21,2024,5,P034,Stock Investment,2024-01-15,2024,Monday,Viewed,6
C010,40,117929.4,660,Fair,777126.86,2.05,48,Auto,6.589763536488781,0,b72b7739-fd65-4910-ba06-9b0814c7a9d9,Male,307.45,Withdrawal,2023-10-15,2023,10,P035,Real Estate Investment,2024-04-27,2024,Saturday,Clicked,1
C082,42,161366.01,614,Fair,964751.93,3.13,24,Personal,5.978656409735854,0,8e699abe-27ed-4d83-9011-88ef1e4ad3b4,Male,1510.16,Withdrawal,2023-10-03,2023,10,P028,Debt Consolidation Loan,2023-11-17,2023,Friday,Viewed,5
C050,24,51193.3,487,Poor,762816.92,3.7,36,Mortgage,14.900717867377177,0,54592aec-4c66-4e6c-98d3-b1eb2dd078b2,Female,622.09,Deposit,2024-02-07,2024,2,P044,Insurance Savings,2024-05-08,2024,Wednesday,Viewed,9
C047,69,188516.25,641,Fair,622165.53,1.93,48,Personal,3.300328380179428,0,b0c64167-9084-46f6-981b-5b5a00221dd4,Male,268.64,Withdrawal,2023-09-26,2023,9,P014,Certificate of Deposit,2024-04-15,2024,Monday,Clicked,1
C078,68,66297.18,834,Excellent,128761.86,9.78,60,Mortgage,1.9421921113386726,0,25dbb522-3f4e-492e-b8ac-ceab4a173667,Male,705.08,Withdrawal,2023-12-15,2023,12,P041,Retirement Savings,2024-02-09,2024,Friday,Clicked,6
C064,35,46899.67,580,Fair,923080.79,3.8,36,Auto,19.682031664615124,1,6e19b3fd-ff00-4518-a748-cd6217343825,Male,809.67,Withdrawal,2024-08-05,2024,8,P038,Recurring Deposit,2023-09-24,2023,Sunday,Clicked,2
C019,22,53618.03,330,Poor,142188.99,7.4,12,Business,2.6518876206380577,1,68e77f75-9093-45da-add7-1a52dfd795da,Male,542.84,Deposit,2023-10-19,2023,10,P011,Insurance Policy,2024-01-18,2024,Thursday,Viewed,6
C016,21,176153.87,413,Poor,840190.79,5.73,48,Auto,4.769641393629331,0,6cc56ce7-6197-4936-a955-30508ac023a7,Female,854.01,Deposit,2023-11-26,2023,11,P031,Technology Loan,2023-10-02,2023,Monday,Clicked,3
C081,54,53201.22,537,Poor,813761.21,5.08,36,Auto,15.29591257493719,0,8d13294c-8c1c-4ea9-b7ff-5e8222281674,Female,1954.43,Deposit,2024-05-06,2024,5,P039,Loan Against Property,2024-07-05,2024,Friday,Purchased,7
C049,22,123116.69,820,Excellent,440014.55,11.01,48,Personal,3.573963448822414,0,786e9162-2c19-4b5e-a6e1-ca0fc60cdf21,Female,1680.22,Deposit,2024-02-29,2024,2,P046,Child Education Fund,2024-06-30,2024,Sunday,Viewed,5
C038,58,37033.62,716,Good,490225.09,4.01,12,Education,13.237298703178356,0,389908be-f9cd-465e-abdd-8b35ee6af6cc,Male,35.57,Withdrawal,2023-12-17,2023,12,P016,Mortgage Refinance,2024-07-27,2024,Saturday,Purchased,9
C032,31,126581.12,385,Poor,119493.49,10.56,36,Mortgage,0.9440072105539911,0,7985633e-7feb-4f66-907a-78e3e6b8394b,Male,1832.03,Withdrawal,2023-10-14,2023,10,P010,Retirement Plan,2024-05-09,2024,Thursday,Purchased,8
C085,18,142477.95,476,Poor,995891.7,14.84,48,Mortgage,6.989795263056493,0,fb8730ef-f5e3-43b6-96fb-dca74db82d13,Male,1782.16,Withdrawal,2024-04-14,2024,4,P021,Cash Credit,2024-01-11,2024,Thursday,Purchased,1
C070,51,164924.2,381,Poor,595724.76,8.71,60,Education,3.6121124734878203,0,4b587fc5-ec7c-41b6-933e-7c0723c27a6d,Female,1278.54,Withdrawal,2023-09-27,2023,9,P027,Holiday Loan,2024-03-27,2024,Wednesday,Viewed,9
C091,37,26809.03,402,Poor,410688.94,13.72,24,Education,15.319052572957695,1,f39519a2-cb5b-4a16-a49a-ca1c0245d1d1,Female,269.49,Deposit,2024-05-06,2024,5,P048,Property Investment,2023-11-16,2023,Thursday,Purchased,7
C060,58,35274.51,704,Good,677275.1,8.19,48,Business,19.200127797664656,0,e73dcd7c-0c4c-41ad-a508-bc532f982b28,Female,187.01,Deposit,2024-03-02,2024,3,P022,Short-Term Loan,2024-03-07,2024,Thursday,Viewed,6
C056,48,53148.95,404,Poor,648527.88,1.53,12,Mortgage,12.20208263756857,1,bd924cfa-b867-4376-8676-e1a3953837a0,Female,502.7,Withdrawal,2023-10-08,2023,10,P025,Medical Loan,2023-11-25,2023,Saturday,Viewed,6
C048,24,190957.55,522,Poor,761037.99,14.55,60,Business,3.9853778496843932,0,4548c222-d959-4a09-92d7-cbd6ee8af5f4,Female,433.26,Withdrawal,2024-02-09,2024,2,P01,Savings Account,2023-09-26,2023,Tuesday,Viewed,10
C013,64,68334.82,673,Good,452993.25,1.23,12,Auto,6.629025290474168,0,29093dd6-e1eb-4b03-a864-acef4bb05578,Male,1161.9,Withdrawal,2023-11-16,2023,11,P041,Retirement Savings,2023-10-25,2023,Wednesday,Purchased,8
C075,23,152565.73,735,Good,150436.18,4.97,48,Mortgage,0.9860417539377945,0,11b543e6-61e0-4066-9396-467ba1ababf7,Female,136.12,Withdrawal,2023-12-19,2023,12,P015,Home Equity Line,2023-12-24,2023,Sunday,Purchased,10
C014,20,151099.06,436,Poor,902687.3,1.26,12,Personal,5.974142393738254,0,e07f4f21-08fc-4b0b-9332-10c670392179,Male,584.5,Withdrawal,2024-09-07,2024,9,P026,Emergency Loan,2023-12-06,2023,Wednesday,Viewed,1
C099,36,119457.77,605,Fair,795172.75,4.09,12,Personal,6.656517612876918,0,80511d4d-ace0-4c2a-a05f-47e53d8cb037,Male,1407.49,Withdrawal,2024-01-11,2024,1,P06,Auto Loan,2024-08-23,2024,Friday,Clicked,3
C010,38,80798.16,786,Excellent,520817.5,8.95,24,Personal,6.44590792661615,0,dfaa992f-b512-4b00-8e09-e1a683a020b4,Male,1149.59,Deposit,2024-05-17,2024,5,P049,Auto Insurance,2023-09-23,2023,Saturday,Purchased,1
C075,50,171511.66,813,Excellent,965423.51,7.8,48,Business,5.6289089033363675,0,87c310b8-422f-49da-ac01-ab761248e395,Female,639.33,Withdrawal,2024-01-02,2024,1,P043,Money Market Account,2024-01-18,2024,Thursday,Viewed,10
C056,53,128625.23,810,Excellent,679786.33,11.2,36,Mortgage,5.285015467027736,0,377eebcf-5e84-4d6e-8609-7a34ccb7b34b,Male,457.78,Withdrawal,2024-03-04,2024,3,P014,Certificate of Deposit,2024-04-03,2024,Wednesday,Viewed,6
C072,18,62053.71,569,Poor,510468.27,4.98,12,Business,8.226232887606558,0,fadfc612-2505-473a-9e79-b6af3e9a64e6,Female,1263.91,Deposit,2024-05-20,2024,5,P049,Auto Insurance,2024-08-23,2024,Friday,Clicked,9
C04,53,175350.35,424,Poor,784190.42,8.07,24,Personal,4.472134900215483,0,71c516bc-ba78-4aea-8b66-9c09be528ef2,Male,268.87,Withdrawal,2024-02-23,2024,2,P023,Long-Term Loan,2024-07-23,2024,Tuesday,Clicked,9
C070,45,69529.0,781,Excellent,339876.34,12.05,48,Business,4.888267341684765,0,e50309a3-d50f-4393-a40b-4ebcd8b93e8a,Female,74.22,Withdrawal,2024-08-20,2024,8,P026,Emergency Loan,2024-05-07,2024,Tuesday,Clicked,9
C045,35,113381.95,685,Good,690169.73,4.77,24,Personal,6.087121715581713,1,f41457e3-fc39-400f-b9b1-d8a217359bfe,Female,510.68,Withdrawal,2023-10-03,2023,10,P041,Retirement Savings,2024-09-09,2024,Monday,Clicked,10
C013,68,155910.17,573,Poor,706731.95,12.95,36,Auto,4.532943232631969,0,89c08bbb-7d95-4353-963e-8ae328d78313,Female,1233.43,Withdrawal,2024-05-09,2024,5,P017,Business Credit Line,2024-06-30,2024,Sunday,Purchased,8
C070,65,32445.97,770,Excellent,725090.07,6.15,12,Auto,22.34761574395834,1,68e0037f-4d20-4dba-9120-5f3e77e5144f,Male,145.24,Withdrawal,2024-09-14,2024,9,P036,International Investment,2024-04-15,2024,Monday,Purchased,9
C043,42,178234.71,612,Fair,664340.88,10.9,36,Business,3.7273372846400123,0,16350380-cf57-4aa6-bd42-59fbce69db67,Male,568.94,Withdrawal,2023-10-07,2023,10,P06,Auto Loan,2024-02-19,2024,Monday,Clicked,1
C094,31,44171.83,754,Excellent,304453.19,3.93,60,Personal,6.892474004359792,0,6d92dfb3-3fee-45ce-b618-dd693414e10b,Male,1429.63,Withdrawal,2024-09-07,2024,9,P042,High-Yield Savings Account,2024-04-29,2024,Monday,Clicked,1
C053,27,29638.72,715,Good,969522.49,5.53,48,Personal,32.711348195873505,0,71ffb07f-bf7e-405b-9ee5-71b96eed115c,Female,796.12,Withdrawal,2024-02-28,2024,2,P010,Retirement Plan,2024-05-09,2024,Thursday,Clicked,1
C071,27,115377.34,580,Fair,589800.65,8.26,12,Personal,5.11192795743081,0,45b9b7ed-1e18-4f4a-8e23-feeafcdec794,Male,523.17,Withdrawal,2024-01-04,2024,1,P047,Healthcare Savings,2024-04-07,2024,Sunday,Viewed,5
C020,28,119216.28,531,Poor,726943.47,7.76,24,Auto,6.097686238825771,0,158edda3-11a3-4224-b6e1-047fb14f2464,Female,1123.12,Withdrawal,2023-10-04,2023,10,P020,Gold Loan,2023-09-28,2023,Thursday,Viewed,9
